Date,Returns
2009-02-18 00:00:00+00:00,-0.001692779
2009-02-19 00:00:00+00:00,-0.039525228
2009-02-20 00:00:00+00:00,0.0061783
2009-02-23 00:00:00+00:00,-0.04660105
2009-02-24 00:00:00+00:00,0.03795253
2009-02-25 00:00:00+00:00,0.010083456
2009-02-26 00:00:00+00:00,-0.02161026
2009-02-27 00:00:00+00:00,0.001345331
2009-03-02 00:00:00+00:00,-0.015339666
2009-03-03 00:00:00+00:00,0.004889337
2009-03-04 00:00:00+00:00,0.031685212
2009-03-05 00:00:00+00:00,-0.025556577
2009-03-06 00:00:00+00:00,-0.039846911
2009-03-09 00:00:00+00:00,-0.02567433
2009-03-10 00:00:00+00:00,0.066418037
2009-03-11 00:00:00+00:00,0.045695607
2009-03-12 00:00:00+00:00,0.039598548
2009-03-13 00:00:00+00:00,-0.00435883
2009-03-16 00:00:00+00:00,-0.005316472
2009-03-17 00:00:00+00:00,0.044435432
2009-03-18 00:00:00+00:00,0.018663414
2009-03-19 00:00:00+00:00,0.00098518
2009-03-20 00:00:00+00:00,-0.000295777
2009-03-23 00:00:00+00:00,0.059750298
2009-03-24 00:00:00+00:00,-0.010774723
2009-03-25 00:00:00+00:00,-9.39e-05
2009-03-26 00:00:00+00:00,0.031739965
2009-03-27 00:00:00+00:00,-0.027486771
2009-03-30 00:00:00+00:00,-0.022086981
2009-03-31 00:00:00+00:00,0.0060292
2009-04-01 00:00:00+00:00,0.033961266
2009-04-02 00:00:00+00:00,0.036985398
2009-04-03 00:00:00+00:00,0.029101568
2009-04-06 00:00:00+00:00,0.021208672
2009-04-07 00:00:00+00:00,-0.029126372
2009-04-08 00:00:00+00:00,0.011478275
2009-04-09 00:00:00+00:00,0.027940337
2009-04-13 00:00:00+00:00,0.005435993
2009-04-14 00:00:00+00:00,-0.015887377
2009-04-15 00:00:00+00:00,-0.005662853
2009-04-16 00:00:00+00:00,0.032386908
2009-04-17 00:00:00+00:00,0.016220524
2009-04-20 00:00:00+00:00,-0.023659139
2009-04-21 00:00:00+00:00,0.010456156
2009-04-22 00:00:00+00:00,-0.002052627
2009-04-23 00:00:00+00:00,0.032013605
2009-04-24 00:00:00+00:00,-0.011961613
2009-04-27 00:00:00+00:00,0.006698745
2009-04-28 00:00:00+00:00,-0.006654171
2009-04-29 00:00:00+00:00,0.010007942
2009-04-30 00:00:00+00:00,0.005513778
2009-05-01 00:00:00+00:00,0.011205515
2009-05-04 00:00:00+00:00,0.037959944
2009-05-05 00:00:00+00:00,0.004845633
2009-05-06 00:00:00+00:00,-0.001582475
2009-05-07 00:00:00+00:00,-0.025961731
2009-05-08 00:00:00+00:00,0.001007169
2009-05-11 00:00:00+00:00,0.002941343
2009-05-12 00:00:00+00:00,-0.0397467
2009-05-13 00:00:00+00:00,-0.039624343
2009-05-14 00:00:00+00:00,0.028956719
2009-05-15 00:00:00+00:00,-0.004310305
2009-05-18 00:00:00+00:00,0.034552526
2009-05-19 00:00:00+00:00,0.006316848
2009-05-20 00:00:00+00:00,-0.012397169
2009-05-21 00:00:00+00:00,-0.013426602
2009-05-22 00:00:00+00:00,-0.013528903
2009-05-26 00:00:00+00:00,0.067592131
2009-05-27 00:00:00+00:00,0.01735768
2009-05-28 00:00:00+00:00,0.015182605
2009-05-29 00:00:00+00:00,0.005477773
2009-06-01 00:00:00+00:00,0.026066062
2009-06-02 00:00:00+00:00,0.001004865
2009-06-03 00:00:00+00:00,0.010466795
2009-06-04 00:00:00+00:00,0.019793926
2009-06-05 00:00:00+00:00,0.006470278
2009-06-08 00:00:00+00:00,-0.005668203
2009-06-09 00:00:00+00:00,-0.007855441
2009-06-10 00:00:00+00:00,-0.017306371
2009-06-11 00:00:00+00:00,-0.00213948
2009-06-12 00:00:00+00:00,-0.021293084
2009-06-15 00:00:00+00:00,-0.006424694
2009-06-16 00:00:00+00:00,0.001910749
2009-06-17 00:00:00+00:00,-0.005647254
2009-06-18 00:00:00+00:00,0.00221224
2009-06-19 00:00:00+00:00,0.026494567
2009-06-22 00:00:00+00:00,-0.015127802
2009-06-23 00:00:00+00:00,-0.024459297
2009-06-24 00:00:00+00:00,0.016490551
2009-06-25 00:00:00+00:00,0.026721362
2009-06-26 00:00:00+00:00,0.018447702
2009-06-29 00:00:00+00:00,-0.003299888
2009-06-30 00:00:00+00:00,0.003240131
2009-07-01 00:00:00+00:00,0.002808053
2009-07-02 00:00:00+00:00,-0.019673137
2009-07-06 00:00:00+00:00,-0.01007031
2009-07-07 00:00:00+00:00,-0.023158437
2009-07-08 00:00:00+00:00,0.013441065
2009-07-09 00:00:00+00:00,-0.006266503
2009-07-10 00:00:00+00:00,0.015839801
2009-07-13 00:00:00+00:00,0.027577652
2009-07-14 00:00:00+00:00,-0.000491712
2009-07-15 00:00:00+00:00,0.03240296
2009-07-16 00:00:00+00:00,0.004357153
2009-07-17 00:00:00+00:00,0.028674147
2009-07-20 00:00:00+00:00,0.007644353
2009-07-21 00:00:00+00:00,-0.009155884
2009-07-22 00:00:00+00:00,0.034519214
2009-07-23 00:00:00+00:00,0.006890528
2009-07-24 00:00:00+00:00,0.013749628
2009-07-27 00:00:00+00:00,0.000687758
2009-07-28 00:00:00+00:00,-0.000624805
2009-07-29 00:00:00+00:00,0.000187954
2009-07-30 00:00:00+00:00,0.017246517
2009-07-31 00:00:00+00:00,0.003685327
2009-08-03 00:00:00+00:00,0.018605997
2009-08-04 00:00:00+00:00,-0.005287356
2009-08-05 00:00:00+00:00,-0.002657491
2009-08-06 00:00:00+00:00,-0.007268235
2009-08-07 00:00:00+00:00,0.009761224
2009-08-10 00:00:00+00:00,-0.004772994
2009-08-11 00:00:00+00:00,-0.011474147
2009-08-12 00:00:00+00:00,0.015231196
2009-08-13 00:00:00+00:00,0.018812506
2009-08-14 00:00:00+00:00,-0.009737508
2009-08-17 00:00:00+00:00,-0.043110417
2009-08-18 00:00:00+00:00,0.027633422
2009-08-19 00:00:00+00:00,0.003658233
2009-08-20 00:00:00+00:00,0.010510444
2009-08-21 00:00:00+00:00,0.017374918
2009-08-24 00:00:00+00:00,-0.000945343
2009-08-25 00:00:00+00:00,0.002010813
2009-08-26 00:00:00+00:00,-0.011747097
2009-08-27 00:00:00+00:00,0.012185872
2009-08-28 00:00:00+00:00,0.00354048
2009-08-31 00:00:00+00:00,-0.010820197
2009-09-01 00:00:00+00:00,-0.017299947
2009-09-02 00:00:00+00:00,-0.00072551
2009-09-03 00:00:00+00:00,0.008293796
2009-09-04 00:00:00+00:00,0.022575831
2009-09-08 00:00:00+00:00,0.015383412
2009-09-09 00:00:00+00:00,-0.010350771
2009-09-10 00:00:00+00:00,0.008297399
2009-09-11 00:00:00+00:00,-0.002318301
2009-09-14 00:00:00+00:00,0.009061416
2009-09-15 00:00:00+00:00,0.008289335
2009-09-16 00:00:00+00:00,0.038307614
2009-09-17 00:00:00+00:00,0.014735973
2009-09-18 00:00:00+00:00,0.002547103
2009-09-21 00:00:00+00:00,-0.005405141
2009-09-22 00:00:00+00:00,0.002499478
2009-09-23 00:00:00+00:00,0.005529155
2009-09-24 00:00:00+00:00,-0.009056536
2009-09-25 00:00:00+00:00,-0.007888208
2009-09-28 00:00:00+00:00,0.020727069
2009-09-29 00:00:00+00:00,-0.004136468
2009-09-30 00:00:00+00:00,-0.000161624
2009-10-01 00:00:00+00:00,-0.024224586
2009-10-02 00:00:00+00:00,0.02233762
2009-10-05 00:00:00+00:00,0.006057255
2009-10-06 00:00:00+00:00,0.021449384
2009-10-07 00:00:00+00:00,0.00126332
2009-10-08 00:00:00+00:00,-0.005151147
2009-10-09 00:00:00+00:00,0.006340125
2009-10-12 00:00:00+00:00,0.001784952
2009-10-13 00:00:00+00:00,-0.004139881
2009-10-14 00:00:00+00:00,0.006683347
2009-10-15 00:00:00+00:00,-0.003816396
2009-10-16 00:00:00+00:00,-0.01317159
2009-10-19 00:00:00+00:00,0.009624828
2009-10-20 00:00:00+00:00,0.046876814
2009-10-21 00:00:00+00:00,0.030992213
2009-10-22 00:00:00+00:00,0.001366428
2009-10-23 00:00:00+00:00,-0.006140652
2009-10-26 00:00:00+00:00,-0.007158416
2009-10-27 00:00:00+00:00,-0.025237209
2009-10-28 00:00:00+00:00,-0.025181387
2009-10-29 00:00:00+00:00,0.020530318
2009-10-30 00:00:00+00:00,-0.03997996
2009-11-02 00:00:00+00:00,0.004297336
2009-11-03 00:00:00+00:00,-0.002958117
2009-11-04 00:00:00+00:00,0.010913884
2009-11-05 00:00:00+00:00,0.016875646
2009-11-06 00:00:00+00:00,0.00159762
2009-11-09 00:00:00+00:00,0.036636959
2009-11-10 00:00:00+00:00,0.007544924
2009-11-11 00:00:00+00:00,0.001329972
2009-11-12 00:00:00+00:00,-0.006199254
2009-11-13 00:00:00+00:00,0.012179026
2009-11-16 00:00:00+00:00,0.010662371
2009-11-17 00:00:00+00:00,0.001790818
2009-11-18 00:00:00+00:00,-0.005023968
2009-11-19 00:00:00+00:00,-0.026461729
2009-11-20 00:00:00+00:00,-0.002942154
2009-11-23 00:00:00+00:00,0.029811742
2009-11-24 00:00:00+00:00,-0.006994247
2009-11-25 00:00:00+00:00,-0.001222925
