Date,Close/Last,Volume,Open,High,Low
11/20/2023,$404.40,2768775,$400.72,$405.20,$398.26
11/17/2023,$400.30,2365689,$399.97,$401.12,$397.91
11/16/2023,$397.10,3060610,$398.01,$399.95,$395.545
11/15/2023,$396.83,2434711,$397.47,$399.28,$394.76
11/14/2023,$397.65,2734045,$397.18,$401.675,$396.75
11/13/2023,$394.35,1614631,$394.35,$395.63,$393.0225
11/10/2023,$394.38,2807108,$390.04,$395.0872,$386.74
11/09/2023,$387.96,2657074,$390.96,$391.45,$387.265
11/08/2023,$389.70,2838414,$387.11,$391.37,$387.00
11/07/2023,$388.87,2324356,$386.00,$389.59,$384.30
11/06/2023,$386.16,2020512,$387.10,$388.25,$384.205
11/03/2023,$386.05,2269147,$385.00,$388.44,$383.73
11/02/2023,$382.69,2816034,$380.30,$383.04,$378.485
11/01/2023,$377.82,2354844,$378.67,$380.40,$375.04
10/31/2023,$376.35,2978827,$373.32,$377.68,$373.11
10/30/2023,$372.42,3386593,$366.52,$373.23,$364.72
10/27/2023,$364.08,3624883,$366.49,$368.285,$359.77
10/26/2023,$364.59,6920077,$371.02,$375.55,$363.04
10/25/2023,$386.31,3504548,$384.00,$388.63,$382.24
10/24/2023,$386.91,2003266,$385.50,$389.43,$383.87
10/23/2023,$383.67,1771977,$382.31,$387.86,$381.00
10/20/2023,$384.41,2652548,$387.87,$389.99,$384.17
10/19/2023,$387.87,3473009,$393.85,$394.83,$385.50
10/18/2023,$393.21,1951454,$399.11,$401.37,$392.56
10/17/2023,$401.77,2176027,$399.64,$403.61,$398.45
10/16/2023,$401.16,2202218,$400.24,$404.43,$398.78
10/13/2023,$398.03,2235682,$398.81,$402.14,$395.08
10/12/2023,$399.90,1779046,$403.80,$405.34,$397.32
10/11/2023,$399.81,2055776,$403.25,$405.13,$397.36
10/10/2023,$400.37,2713818,$395.54,$402.715,$393.85
10/09/2023,$394.74,2475166,$394.46,$396.50,$389.58
10/06/2023,$397.97,2484148,$393.23,$401.00,$390.50
10/05/2023,$394.20,2116563,$390.39,$394.72,$390.00
10/04/2023,$393.76,1813405,$392.00,$394.47,$388.58
10/03/2023,$391.06,2528120,$394.50,$397.86,$388.97
10/02/2023,$395.85,2856776,$393.60,$396.355,$392.4453
09/29/2023,$395.91,3032386,$402.03,$402.18,$394.25
09/28/2023,$399.44,2216244,$395.83,$401.35,$395.365
09/27/2023,$395.48,1987457,$396.21,$397.0298,$391.48
09/26/2023,$395.38,2940561,$400.00,$400.85,$393.61
09/25/2023,$402.49,1846580,$400.60,$403.2299,$399.84
09/22/2023,$402.22,1885064,$404.39,$406.85,$401.56
09/21/2023,$403.36,2451064,$408.34,$408.77,$402.10
09/20/2023,$410.52,1580643,$413.77,$415.85,$410.08
09/19/2023,$413.53,1731089,$416.96,$417.10,$411.10
09/18/2023,$417.13,1808118,$413.88,$417.8863,$413.0355
09/15/2023,$414.31,4755526,$411.86,$418.30,$411.14
09/14/2023,$413.34,3557785,$418.30,$418.60,$407.7801
09/13/2023,$416.30,2142220,$416.17,$418.41,$414.97
09/12/2023,$416.27,1997630,$415.95,$417.645,$415.25
09/11/2023,$416.69,1544746,$416.85,$417.59,$414.635
09/08/2023,$414.84,1869468,$415.00,$416.33,$413.855
09/07/2023,$414.62,2502686,$411.92,$416.13,$411.73
09/06/2023,$413.18,2292121,$410.78,$413.38,$408.89
09/05/2023,$411.50,2045555,$413.35,$415.40,$409.70
09/01/2023,$415.57,1841670,$413.84,$416.51,$412.49
08/31/2023,$412.64,2535134,$414.21,$416.29,$411.78
08/30/2023,$413.91,2516721,$414.78,$417.777,$413.52
08/29/2023,$411.65,2188937,$407.42,$412.19,$406.59
08/28/2023,$407.44,1901274,$404.00,$407.80,$403.15
08/25/2023,$402.89,2154774,$400.65,$404.62,$399.00
08/24/2023,$397.67,1970016,$401.59,$404.00,$397.50
08/23/2023,$401.06,1943221,$399.27,$401.92,$398.36
08/22/2023,$397.84,2422581,$395.00,$398.77,$393.68
08/21/2023,$393.20,1869502,$393.21,$394.99,$391.02
08/18/2023,$392.17,2001800,$389.82,$393.84,$388.83
08/17/2023,$392.62,2118703,$396.14,$396.205,$390.99
08/16/2023,$394.37,2002011,$393.44,$399.20,$393.12
08/15/2023,$394.45,1753282,$397.49,$397.49,$393.59
08/14/2023,$398.58,1638575,$396.45,$399.23,$394.6101
08/11/2023,$394.98,1464655,$395.75,$396.67,$392.8058
08/10/2023,$397.14,2154471,$396.46,$400.63,$395.712
08/09/2023,$393.67,1806063,$393.86,$396.79,$391.87
08/08/2023,$393.19,1747173,$396.18,$396.38,$390.13
08/07/2023,$396.87,1559899,$393.00,$397.75,$393.00
08/04/2023,$391.35,2215814,$391.61,$396.09,$390.0701
08/03/2023,$393.01,2190534,$387.56,$393.44,$386.42
08/02/2023,$390.02,2410676,$393.88,$394.21,$389.58
08/01/2023,$397.07,2344258,$393.78,$397.30,$392.36
07/31/2023,$394.28,3578342,$393.97,$396.08,$392.465
07/28/2023,$392.96,4501094,$397.96,$398.00,$388.8765
07/27/2023,$394.50,3563319,$405.19,$405.19,$393.95
07/26/2023,$402.41,2572262,$399.18,$403.31,$395.7474
07/25/2023,$401.28,2490524,$403.37,$404.86,$401.00
07/24/2023,$404.79,3029808,$397.48,$404.91,$396.61
07/21/2023,$397.49,1868149,$398.67,$401.51,$397.42
07/20/2023,$398.06,2570771,$397.14,$399.7199,$395.55
07/19/2023,$398.27,1809748,$398.00,$399.85,$396.31
07/18/2023,$398.16,2676239,$400.42,$401.94,$395.2101
07/17/2023,$402.20,2344566,$401.95,$404.00,$401.12
07/14/2023,$402.51,1978498,$402.12,$403.49,$400.295
07/13/2023,$400.56,2354875,$403.00,$403.24,$400.46
07/12/2023,$400.69,2273532,$399.00,$403.17,$398.71
07/11/2023,$397.80,2106362,$393.62,$398.46,$392.34
07/10/2023,$392.16,2148582,$388.48,$393.43,$388.01
07/07/2023,$388.68,2654516,$390.66,$392.45,$388.40
07/06/2023,$393.14,2156894,$393.83,$394.21,$389.7399
07/05/2023,$394.73,2781997,$388.81,$395.25,$387.13
07/03/2023,$393.96,1304646,$391.34,$394.305,$388.68
06/30/2023,$393.30,4407142,$388.10,$395.17,$388.10
06/29/2023,$387.67,2524838,$380.85,$388.01,$380.50
06/28/2023,$380.23,2012435,$381.19,$381.395,$378.67
06/27/2023,$381.79,2197373,$380.34,$382.84,$379.01
06/26/2023,$377.42,3327849,$378.06,$379.99,$375.35
06/23/2023,$379.81,3739720,$374.98,$381.12,$373.22
06/22/2023,$377.80,1934457,$375.11,$378.48,$373.946
06/21/2023,$376.14,2301314,$373.96,$378.39,$373.66
06/20/2023,$374.62,3961765,$375.01,$379.51,$373.75
06/16/2023,$376.53,5882364,$381.61,$382.90,$376.16
06/15/2023,$379.04,2558125,$373.27,$379.57,$370.52
06/14/2023,$374.76,2775463,$372.93,$378.08,$372.02
06/13/2023,$371.38,2444151,$375.31,$377.18,$369.81
06/12/2023,$375.31,2407762,$370.67,$375.97,$369.94
06/09/2023,$369.22,2202370,$370.46,$372.105,$367.76
06/08/2023,$367.59,2595273,$369.36,$369.77,$365.845
06/07/2023,$371.39,3714519,$379.29,$380.50,$368.26
06/06/2023,$379.96,2758722,$372.95,$380.38,$371.805
06/05/2023,$370.52,2316299,$372.75,$372.795,$368.53
06/02/2023,$373.73,2501459,$374.59,$375.82,$372.15
06/01/2023,$370.88,3389808,$367.16,$371.09,$366.05
05/31/2023,$365.02,10695410,$365.00,$365.70,$357.85
05/30/2023,$367.50,3430234,$376.28,$376.63,$366.20
05/26/2023,$374.37,2691345,$371.00,$375.68,$370.05
05/25/2023,$370.04,3752240,$367.91,$370.99,$364.91
05/24/2023,$368.50,2655686,$369.37,$369.61,$365.58
05/23/2023,$373.75,3979249,$381.52,$382.03,$370.44
05/22/2023,$384.53,1808828,$384.99,$387.37,$384.18
05/19/2023,$385.57,3369116,$392.00,$392.20,$385.14
05/18/2023,$392.02,3729697,$387.11,$392.02,$385.81
05/17/2023,$387.00,3260404,$382.20,$387.52,$379.13
05/16/2023,$380.24,2762816,$382.60,$383.60,$377.3172
05/15/2023,$383.41,1957649,$381.87,$383.66,$380.525
05/12/2023,$381.92,2044079,$384.49,$385.021,$378.80
05/11/2023,$383.39,1901218,$382.21,$385.72,$379.26
05/10/2023,$382.54,1940761,$385.99,$386.755,$377.65
05/09/2023,$382.94,2036429,$383.88,$386.17,$382.70
05/08/2023,$385.51,1719712,$384.01,$387.46,$383.77
05/05/2023,$384.66,2683136,$380.57,$385.15,$378.24
05/04/2023,$376.12,2814954,$374.50,$376.85,$372.14
05/03/2023,$374.90,1970904,$376.67,$379.55,$374.33
05/02/2023,$376.03,2478715,$377.77,$378.84,$370.94
05/01/2023,$379.86,1745122,$380.49,$382.455,$378.96
04/28/2023,$380.03,3107278,$372.53,$381.93,$371.51
04/27/2023,$373.67,3859931,$366.58,$374.98,$361.00
04/26/2023,$366.76,2594201,$369.64,$372.215,$366.09
04/25/2023,$368.53,2244992,$373.50,$374.58,$368.3198
04/24/2023,$374.73,1886286,$375.15,$377.64,$373.62
04/21/2023,$375.24,3537820,$375.72,$377.425,$373.26
04/20/2023,$375.00,2125035,$371.45,$375.19,$369.69
04/19/2023,$372.80,1795447,$372.99,$374.15,$371.155
04/18/2023,$372.32,2087976,$373.95,$373.95,$369.96
04/17/2023,$372.76,2432924,$373.36,$374.10,$368.39
04/14/2023,$372.43,2254716,$370.00,$373.39,$369.11
04/13/2023,$369.65,2611866,$363.82,$369.75,$363.3887
04/12/2023,$361.78,2268779,$366.08,$368.60,$361.025
04/11/2023,$364.13,3033867,$363.42,$365.19,$361.16
04/10/2023,$360.14,1559126,$359.71,$360.93,$357.58
04/06/2023,$361.47,2357712,$361.21,$362.035,$355.97
04/05/2023,$363.79,2239771,$363.48,$365.13,$361.61
04/04/2023,$363.90,2198730,$366.80,$369.12,$363.38
04/03/2023,$366.47,2978067,$362.61,$366.66,$361.75
03/31/2023,$363.41,3376796,$361.13,$363.65,$360.38
03/30/2023,$359.26,2480656,$360.95,$362.59,$358.24
03/29/2023,$359.53,2327006,$357.38,$360.025,$355.82
03/28/2023,$354.33,1695997,$355.56,$355.90,$352.8014
03/27/2023,$354.62,2420474,$355.57,$357.89,$354.28
03/24/2023,$351.63,2971590,$350.45,$352.42,$346.31
03/23/2023,$354.37,2598053,$352.41,$359.855,$351.84
03/22/2023,$351.03,2596388,$354.61,$360.00,$351.03
03/21/2023,$354.57,3766785,$354.37,$356.20,$350.83
03/20/2023,$349.32,3864278,$348.00,$353.835,$347.34
03/17/2023,$349.66,8426918,$350.25,$351.94,$346.86
03/16/2023,$348.00,3768216,$346.62,$348.69,$340.28
03/15/2023,$348.08,3082755,$346.05,$348.395,$343.64
03/14/2023,$352.82,3413323,$351.00,$356.11,$348.56
03/13/2023,$344.71,3308396,$343.63,$349.86,$340.21
03/10/2023,$347.11,3176505,$352.41,$353.05,$345.23
03/09/2023,$354.44,2414831,$359.25,$364.015,$353.91
03/08/2023,$359.03,1634442,$358.61,$361.695,$357.28
03/07/2023,$359.94,1660771,$367.17,$369.15,$359.5545
03/06/2023,$366.93,2789640,$361.82,$368.53,$361.26
