Date,Close/Last,Volume,Open,High,Low
07/26/2024,$259.46,7062213,$255.59,$261.20,$255.59
07/25/2024,$253.74,8573282,$255.39,$258.22,$252.70
07/24/2024,$254.17,13065890,$256.07,$257.20,$253.13
07/23/2024,$264.79,8109209,$267.53,$267.70,$263.86
07/22/2024,$267.71,5313610,$267.23,$268.40,$265.02
07/19/2024,$265.46,6839933,$270.32,$270.95,$264.31
07/18/2024,$269.15,5550804,$272.29,$273.62,$268.555
07/17/2024,$272.70,5324662,$268.44,$272.91,$268.24
07/16/2024,$269.25,7869921,$268.52,$270.21,$267.37
07/15/2024,$268.45,6845211,$265.67,$269.24,$265.25
07/12/2024,$265.74,6627767,$264.34,$267.395,$263.66
07/11/2024,$262.55,8805194,$262.13,$263.63,$260.76
07/10/2024,$263.00,9635466,$259.12,$263.48,$258.51
07/09/2024,$265.44,6432808,$267.00,$267.55,$263.92
07/08/2024,$266.40,8561140,$270.25,$271.44,$265.97
07/05/2024,$270.36,7986435,$269.00,$270.545,$268.24
07/03/2024,$268.99,5017760,$269.07,$269.75,$268.15
07/02/2024,$268.23,8697811,$263.24,$268.23,$262.40
07/01/2024,$263.24,7955766,$263.79,$265.77,$261.30
06/28/2024,$262.47,13957270,$267.20,$268.60,$261.25
06/27/2024,$266.59,10529080,$268.51,$270.59,$266.50
06/26/2024,$273.60,12171990,$272.91,$274.46,$271.75
06/25/2024,$273.53,19897650,$276.85,$277.9291,$273.53
06/24/2024,$276.30,24149630,$275.32,$280.39,$275.27
06/21/2024,$275.22,14790150,$277.17,$277.54,$274.58
06/20/2024,$276.82,10164360,$273.19,$278.04,$273.10
06/18/2024,$273.62,6707460,$271.30,$273.90,$271.30
06/17/2024,$271.17,9258209,$269.00,$271.83,$269.00
06/14/2024,$270.66,8537260,$270.10,$271.55,$269.27
06/13/2024,$271.19,7361158,$270.32,$271.855,$269.316
06/12/2024,$270.32,7536636,$276.77,$277.60,$269.90
06/11/2024,$274.67,6244586,$274.54,$274.86,$272.22
06/10/2024,$275.04,5214002,$278.14,$278.56,$273.38
06/07/2024,$278.67,4515795,$277.71,$280.335,$276.86
06/06/2024,$277.04,4862378,$274.80,$277.15,$274.08
06/05/2024,$274.50,5368674,$273.53,$274.93,$272.02
06/04/2024,$272.42,4188515,$269.63,$272.99,$269.31
06/03/2024,$270.38,4838782,$273.09,$273.13,$268.06
05/31/2024,$272.46,8909985,$271.44,$272.76,$269.01
05/30/2024,$271.30,4903071,$268.70,$271.64,$268.31
05/29/2024,$268.86,5469713,$269.00,$271.14,$268.26
05/28/2024,$270.98,6212455,$274.23,$274.462,$270.23
05/24/2024,$274.49,4339967,$275.01,$275.24,$273.35
05/23/2024,$274.23,6115917,$275.24,$277.44,$273.0343
05/22/2024,$275.58,4202492,$275.53,$278.08,$275.12
05/21/2024,$275.95,6578156,$278.00,$278.425,$274.88
05/20/2024,$278.54,5460901,$279.22,$280.27,$278.18
05/17/2024,$280.10,6177831,$280.05,$280.91,$278.10
05/16/2024,$279.84,10341720,$281.74,$282.38,$279.26
05/15/2024,$281.50,21288370,$277.15,$281.73,$277.07
05/14/2024,$277.74,18526090,$279.44,$279.99,$274.265
05/13/2024,$279.39,10528400,$281.46,$282.15,$279.10
05/10/2024,$280.74,8986581,$279.55,$281.03,$279.24
05/09/2024,$278.54,8948813,$276.80,$278.79,$276.395
05/08/2024,$277.19,9029699,$277.80,$278.545,$274.915
05/07/2024,$276.46,6377080,$273.72,$277.88,$272.835
05/06/2024,$272.67,3958721,$269.65,$272.78,$269.57
05/03/2024,$268.49,3862018,$269.00,$269.45,$266.50
05/02/2024,$267.61,5061698,$269.35,$269.47,$266.65
05/01/2024,$267.32,6125360,$268.15,$270.91,$266.71
04/30/2024,$268.61,6376353,$270.53,$272.08,$268.585
04/29/2024,$271.84,4192247,$272.32,$274.47,$271.09
04/26/2024,$274.52,6840615,$275.01,$276.77,$273.83
04/25/2024,$275.16,8064621,$272.97,$276.22,$270.49
04/24/2024,$275.02,8807157,$282.57,$283.00,$274.49
04/23/2024,$274.11,6438002,$274.01,$274.89,$272.71
04/22/2024,$272.33,6463742,$270.95,$273.76,$269.36
04/19/2024,$269.78,7905368,$271.47,$272.00,$268.29
04/18/2024,$271.37,8231849,$272.57,$273.15,$269.86
04/17/2024,$272.69,5940897,$273.30,$274.00,$271.50
04/16/2024,$271.35,8237131,$270.54,$274.13,$270.17
04/15/2024,$271.28,10267490,$277.89,$277.91,$270.34
04/12/2024,$275.96,9038411,$275.55,$277.00,$274.055
04/11/2024,$275.68,8102293,$274.00,$276.48,$272.18
04/10/2024,$274.48,5276012,$275.42,$276.82,$274.12
04/09/2024,$276.72,7314306,$277.63,$278.00,$273.32
04/08/2024,$277.76,5542428,$276.25,$277.98,$275.15
04/05/2024,$277.14,4392050,$276.10,$277.957,$275.03
04/04/2024,$274.00,4018551,$278.36,$279.085,$273.56
04/03/2024,$276.96,4536847,$280.48,$280.48,$276.56
04/02/2024,$278.44,6912306,$278.00,$279.33,$276.98
04/01/2024,$278.28,5083986,$280.36,$280.89,$276.79
03/28/2024,$279.08,5844358,$278.49,$279.80,$277.12
03/27/2024,$279.02,5190674,$280.25,$281.25,$276.98
03/26/2024,$280.60,8752364,$284.13,$284.13,$278.41
03/25/2024,$281.21,8519433,$283.01,$283.50,$280.04
03/22/2024,$283.26,8744121,$290.00,$290.49,$282.89
03/21/2024,$290.37,5057559,$289.97,$290.96,$287.90
03/20/2024,$289.28,6104955,$287.64,$289.87,$286.72
03/19/2024,$287.35,6595183,$286.66,$288.06,$285.25
03/18/2024,$285.05,4095632,$283.87,$286.23,$283.25
03/15/2024,$283.04,9845181,$283.55,$285.63,$282.64
03/14/2024,$286.41,5484511,$288.96,$289.0405,$284.55
03/13/2024,$285.14,5783867,$284.66,$286.10,$283.82
03/12/2024,$283.92,7988665,$281.31,$284.475,$280.29
03/11/2024,$280.56,4614232,$279.45,$280.77,$277.99
03/08/2024,$280.04,3929002,$279.00,$281.665,$278.83
03/07/2024,$278.26,5668483,$280.88,$281.17,$276.16
03/06/2024,$280.43,4535185,$280.00,$282.00,$279.31
03/05/2024,$279.38,6228066,$280.27,$280.99,$277.68
03/04/2024,$280.53,5920308,$282.81,$283.00,$278.13
03/01/2024,$283.16,3955728,$283.20,$284.91,$282.11
02/29/2024,$282.64,6633684,$285.50,$285.66,$282.18
02/28/2024,$285.63,4358820,$282.10,$286.13,$282.085
02/27/2024,$283.17,4145383,$284.17,$284.17,$281.54
02/26/2024,$284.15,3856911,$283.04,$285.35,$282.66
02/23/2024,$283.60,5107693,$284.72,$285.95,$283.50
02/22/2024,$283.75,5100191,$279.18,$284.06,$278.98
02/21/2024,$276.76,4771105,$274.63,$276.97,$273.53
02/20/2024,$275.15,6157178,$274.57,$276.84,$273.34
02/16/2024,$278.56,6630744,$280.96,$281.12,$277.87
02/15/2024,$280.98,4834758,$277.655,$281.12,$277.56
02/14/2024,$277.56,4218350,$276.47,$277.64,$274.71
02/13/2024,$275.81,5493833,$273.75,$278.00,$272.763
02/12/2024,$275.07,3676232,$276.43,$276.67,$274.24
02/09/2024,$276.43,4618283,$275.00,$277.18,$274.09
02/08/2024,$275.78,5833409,$279.54,$279.66,$275.28
02/07/2024,$279.39,4785902,$279.38,$279.54,$277.06
02/06/2024,$276.76,4400250,$274.80,$276.88,$274.03
02/05/2024,$275.58,4899140,$277.40,$278.00,$275.125
02/02/2024,$277.18,4848891,$277.61,$278.50,$275.68
02/01/2024,$277.05,7064976,$273.39,$277.19,$273.36
01/31/2024,$273.26,6139312,$277.12,$279.99,$273.18
01/30/2024,$277.15,6548999,$274.59,$278.64,$274.19
01/29/2024,$273.66,6574480,$266.97,$275.07,$266.71
01/26/2024,$267.94,8586548,$265.94,$270.8704,$265.60
01/25/2024,$272.61,6894942,$271.95,$272.78,$270.80
01/24/2024,$271.65,5021703,$272.57,$272.86,$271.075
01/23/2024,$271.26,5882995,$271.55,$271.87,$269.91
01/22/2024,$271.20,5984272,$272.24,$272.35,$270.36
01/19/2024,$270.90,7226520,$268.18,$271.15,$267.05
01/18/2024,$268.14,6694264,$267.88,$268.78,$266.415
01/17/2024,$266.63,5118722,$264.42,$267.10,$264.39
01/16/2024,$265.24,6196414,$263.52,$265.66,$262.35
01/12/2024,$264.17,4656238,$265.13,$265.55,$263.71
01/11/2024,$264.03,5598998,$265.46,$266.19,$262.40
01/10/2024,$264.56,4355784,$264.97,$265.37,$262.86
01/09/2024,$263.33,7055782,$262.00,$263.62,$261.1435
01/08/2024,$262.54,4659030,$260.94,$262.62,$259.95
01/05/2024,$259.69,3748636,$260.78,$261.4599,$258.75
01/04/2024,$259.61,3842976,$258.07,$261.04,$258.00
01/03/2024,$257.98,4148294,$258.55,$258.86,$256.86
01/02/2024,$258.87,5470986,$259.61,$260.09,$257.67
12/29/2023,$260.35,4074872,$260.57,$261.46,$259.67
12/28/2023,$260.40,3020454,$258.54,$260.97,$258.54
12/27/2023,$258.93,4034658,$259.25,$259.77,$258.31
12/26/2023,$259.16,2085089,$258.53,$259.735,$258.53
12/22/2023,$258.43,5111707,$260.00,$261.205,$258.22
12/21/2023,$259.54,6246652,$257.51,$259.99,$257.04
12/20/2023,$257.11,7240857,$260.50,$260.82,$257.08
12/19/2023,$259.99,8731209,$258.61,$260.34,$257.20
12/18/2023,$258.37,6041140,$258.70,$259.59,$257.9473
12/15/2023,$258.03,13373950,$254.51,$258.37,$254.446
12/14/2023,$258.73,8168683,$263.19,$263.25,$256.40
12/13/2023,$262.38,4859887,$259.15,$262.48,$258.69
12/12/2023,$259.56,5946564,$257.30,$259.72,$256.395
12/11/2023,$256.52,6479312,$255.00,$257.63,$255.00
12/08/2023,$255.74,3732515,$255.00,$256.04,$253.87
12/07/2023,$255.82,3589256,$254.89,$256.14,$253.50
12/06/2023,$254.29,3874048,$255.80,$256.83,$253.53
12/05/2023,$254.61,4199094,$254.19,$254.82,$252.14
12/04/2023,$254.44,5247450,$255.91,$257.385,$254.35
12/01/2023,$256.45,3939644,$255.79,$256.91,$253.90
11/30/2023,$256.68,6874885,$254.25,$256.77,$253.17
11/29/2023,$254.23,4955093,$253.92,$256.065,$253.52
11/28/2023,$252.94,5234927,$253.85,$254.15,$251.61
11/27/2023,$254.14,5478887,$254.30,$254.98,$252.52
11/24/2023,$254.30,1640931,$254.19,$254.70,$253.50
11/22/2023,$253.72,5702542,$253.00,$254.54,$252.66
11/21/2023,$252.23,7213943,$250.03,$253.34,$250.03
11/20/2023,$249.97,8604744,$249.61,$250.93,$245.60
11/17/2023,$249.56,7238324,$249.45,$250.24,$248.66
11/16/2023,$248.57,7051607,$248.59,$249.45,$247.27
11/15/2023,$248.11,13258890,$246.81,$248.24,$245.34
11/14/2023,$246.94,14092030,$246.17,$247.93,$245.58
11/13/2023,$244.67,4088661,$245.00,$245.68,$244.11
11/10/2023,$245.25,4094940,$243.98,$245.27,$241.97
11/09/2023,$241.64,4866610,$244.33,$244.48,$240.97
11/08/2023,$243.91,5117726,$243.49,$244.75,$242.80
11/07/2023,$244.77,4219744,$243.41,$245.07,$243.38
11/06/2023,$243.49,5254340,$244.00,$244.7799,$242.61
11/03/2023,$243.60,5030010,$245.12,$245.32,$242.26
11/02/2023,$243.25,6286743,$239.91,$243.25,$239.20
11/01/2023,$238.58,4996404,$236.14,$239.04,$235.68
10/31/2023,$235.10,4828403,$233.57,$235.7199,$232.99
10/30/2023,$233.08,5170329,$232.19,$233.38,$230.03
10/27/2023,$229.27,5540934,$231.17,$231.39,$228.03
10/26/2023,$231.28,6414495,$234.57,$235.605,$230.36
10/25/2023,$236.85,10365340,$232.25,$238.48,$231.29
10/24/2023,$234.65,6844055,$232.89,$236.53,$232.89
10/23/2023,$231.53,5071710,$231.36,$234.46,$231.28
10/20/2023,$233.38,5748421,$234.13,$235.77,$232.64
10/19/2023,$233.81,5927439,$237.47,$237.92,$233.405
10/18/2023,$237.47,9528487,$239.96,$240.83,$236.99
10/17/2023,$241.20,4527629,$239.63,$241.48,$238.29
10/16/2023,$240.07,6227475,$239.00,$240.71,$238.33
10/13/2023,$237.67,4966925,$236.39,$238.65,$236.23
10/12/2023,$236.78,4472920,$236.71,$237.73,$234.89
10/11/2023,$235.68,4760890,$237.55,$238.505,$234.89
10/10/2023,$236.60,4644223,$234.90,$238.22,$234.28
10/09/2023,$234.44,5372332,$232.80,$235.17,$231.70
10/06/2023,$235.04,6401280,$233.17,$236.59,$232.75
10/05/2023,$233.48,6126433,$230.41,$234.19,$230.22
10/04/2023,$231.22,5430925,$229.48,$231.70,$228.88
10/03/2023,$228.81,5585744,$230.47,$231.75,$227.78
10/02/2023,$231.27,5175345,$229.24,$231.37,$228.77
09/29/2023,$230.01,6045177,$232.84,$233.03,$229.65
09/28/2023,$231.66,4203886,$230.67,$232.535,$229.67
09/27/2023,$229.50,6006676,$230.26,$230.68,$227.92
09/26/2023,$229.65,6193243,$231.93,$232.67,$229.60
09/25/2023,$233.36,5921753,$235.38,$235.47,$232.21
09/22/2023,$235.08,5935586,$236.75,$237.79,$234.88
09/21/2023,$236.61,6881943,$240.77,$240.78,$236.27
09/20/2023,$241.86,5756898,$243.63,$244.53,$241.67
09/19/2023,$243.56,4709207,$245.00,$245.12,$241.46
09/18/2023,$244.66,4771567,$240.94,$245.23,$240.77
09/15/2023,$241.07,13077930,$241.90,$244.10,$240.03
09/14/2023,$241.50,11999980,$245.00,$245.54,$238.75
09/13/2023,$247.83,5657025,$247.15,$250.06,$246.61
09/12/2023,$247.30,3499561,$246.94,$247.76,$246.01
09/11/2023,$247.22,2995835,$247.33,$248.36,$246.27
09/08/2023,$247.29,3309819,$247.79,$248.14,$246.44
09/07/2023,$247.14,4008017,$245.50,$247.40,$245.1114
09/06/2023,$246.16,4520355,$245.42,$246.66,$244.21
09/05/2023,$245.34,4459645,$248.35,$248.69,$245.20
09/01/2023,$248.11,4112905,$247.47,$248.87,$246.77
08/31/2023,$245.68,5532610,$245.59,$248.02,$245.45
08/30/2023,$246.23,4573291,$246.42,$248.23,$246.05
08/29/2023,$245.34,3975738,$243.50,$245.83,$243.40
08/28/2023,$243.83,3741458,$243.01,$245.23,$242.60
08/25/2023,$242.57,3541533,$241.38,$243.41,$240.21
08/24/2023,$239.47,4570869,$242.25,$243.56,$239.36
08/23/2023,$242.30,4947728,$241.32,$242.54,$240.72
08/22/2023,$240.57,3848688,$240.00,$241.43,$238.67
08/21/2023,$239.46,3573630,$239.38,$240.53,$237.755
08/18/2023,$238.17,4344962,$235.58,$239.05,$235.30
08/17/2023,$237.37,4177578,$240.00,$240.38,$236.49
08/16/2023,$239.29,3218574,$236.53,$241.065,$236.0162
08/15/2023,$239.83,3770078,$242.01,$242.67,$239.35
08/14/2023,$242.90,4351136,$240.72,$243.33,$240.26
08/11/2023,$240.04,3607104,$240.00,$240.72,$238.415
08/10/2023,$240.16,4778017,$240.62,$243.95,$240.09
08/09/2023,$239.76,4055027,$240.50,$241.97,$239.49
08/08/2023,$239.29,5080585,$240.42,$241.36,$237.39
08/07/2023,$241.51,5649780,$239.22,$242.18,$239.21
08/04/2023,$238.99,5169670,$238.00,$241.91,$237.84
08/03/2023,$238.76,5034095,$236.00,$239.05,$235.245
08/02/2023,$237.56,4868402,$238.63,$238.79,$236.79
08/01/2023,$239.78,4629291,$237.14,$240.73,$237.00
07/31/2023,$237.73,4799690,$236.00,$238.42,$236.00
07/28/2023,$235.75,6795307,$234.58,$235.88,$233.71
07/27/2023,$234.44,8160062,$237.42,$238.66,$232.96
07/26/2023,$237.10,7551396,$231.415,$238.85,$227.68
07/25/2023,$238.69,4997534,$240.02,$240.80,$238.56
07/24/2023,$240.74,6009950,$239.68,$241.275,$238.19
07/21/2023,$239.25,5427353,$239.74,$240.345,$238.73
07/20/2023,$239.62,4694950,$241.16,$241.61,$239.07
07/19/2023,$241.42,4835518,$241.25,$242.59,$240.12
07/18/2023,$240.77,7674704,$243.10,$243.18,$237.68
07/17/2023,$243.99,4328605,$243.11,$245.37,$243.00
07/14/2023,$243.16,4941178,$244.73,$244.74,$241.96
07/13/2023,$243.31,5819609,$243.79,$244.265,$243.15
07/12/2023,$242.21,6116018,$241.55,$243.95,$241.23
07/11/2023,$240.55,3857069,$238.81,$240.70,$238.12
07/10/2023,$238.16,4858862,$237.01,$239.0957,$236.50
07/07/2023,$236.45,5729515,$236.73,$238.44,$236.13
07/06/2023,$238.88,6442089,$238.27,$239.60,$236.69
07/05/2023,$239.45,7601399,$234.41,$240.00,$233.9908
07/03/2023,$237.97,3087351,$237.00,$238.40,$235.41
06/30/2023,$237.48,6879444,$236.27,$238.28,$235.95
06/29/2023,$234.32,7118889,$228.79,$234.70,$228.601
06/28/2023,$227.96,5324532,$227.50,$228.06,$226.02
06/27/2023,$227.34,4628474,$227.48,$228.61,$226.52
06/26/2023,$226.30,5165372,$229.44,$230.10,$226.20
06/23/2023,$229.55,5424352,$227.22,$229.98,$226.39
06/22/2023,$228.39,6275806,$226.36,$228.93,$225.50
06/21/2023,$227.25,7032143,$226.12,$228.63,$224.98
06/20/2023,$226.47,12312630,$227.00,$229.5675,$226.18
06/16/2023,$228.91,13628900,$226.45,$229.7995,$226.08
06/15/2023,$226.17,12533970,$222.02,$227.11,$221.37
06/14/2023,$223.44,9160723,$223.74,$225.47,$222.58
06/13/2023,$223.40,6868741,$225.62,$227.15,$222.63
06/12/2023,$226.17,8621521,$224.41,$226.45,$223.63
06/09/2023,$223.56,6385287,$223.64,$225.18,$222.76
06/08/2023,$223.05,6250073,$225.09,$225.135,$222.41
06/07/2023,$225.27,8517188,$227.00,$227.55,$221.02
06/06/2023,$228.22,6020168,$226.69,$229.25,$226.16
06/05/2023,$226.77,4858949,$227.91,$228.33,$225.31
06/02/2023,$228.79,5897069,$228.81,$230.27,$227.42
06/01/2023,$226.50,7003563,$222.73,$226.71,$222.425
05/31/2023,$221.03,20460620,$219.96,$221.53,$216.14
05/30/2023,$221.64,6916013,$225.01,$225.47,$219.75
05/26/2023,$225.01,5067460,$223.82,$226.21,$223.34
05/25/2023,$223.38,6827756,$222.45,$224.69,$220.49
05/24/2023,$222.25,6730750,$222.55,$223.10,$220.03
05/23/2023,$224.58,8537241,$229.27,$229.49,$223.66
05/22/2023,$231.28,3987775,$233.31,$233.87,$231.175
05/19/2023,$233.31,5399403,$234.00,$234.34,$231.94
05/18/2023,$233.60,6621870,$232.40,$234.149,$231.13
05/17/2023,$232.65,4990276,$232.73,$233.8892,$230.55
05/16/2023,$230.47,4289809,$232.56,$233.0988,$229.63
05/15/2023,$232.81,2843284,$231.19,$232.83,$230.55
05/12/2023,$231.38,3432730,$232.00,$232.73,$229.82
05/11/2023,$231.01,3818035,$230.75,$231.52,$228.27
05/10/2023,$231.27,5245220,$234.30,$234.81,$228.90
05/09/2023,$233.26,4352067,$231.08,$234.09,$230.821
05/08/2023,$232.23,2938546,$231.25,$233.45,$231.25
05/05/2023,$231.78,6237483,$228.34,$232.34,$227.29
05/04/2023,$225.60,5648862,$224.84,$226.055,$223.48
05/03/2023,$225.98,4093320,$226.98,$228.67,$225.92
05/02/2023,$226.98,5244016,$231.95,$232.37,$226.21
05/01/2023,$232.51,4571070,$232.87,$234.59,$231.51
04/28/2023,$232.73,11627880,$228.65,$233.5727,$228.06
04/27/2023,$229.01,7128188,$228.67,$229.63,$226.61
04/26/2023,$228.15,8400370,$231.22,$232.77,$226.72
04/25/2023,$229.59,6076450,$233.02,$235.02,$229.425
04/24/2023,$232.76,9124050,$234.23,$235.15,$231.51
04/21/2023,$234.05,6771589,$235.00,$235.568,$233.38
04/20/2023,$234.60,4925659,$232.46,$234.67,$231.50
04/19/2023,$232.57,3833933,$234.00,$234.06,$231.85
04/18/2023,$233.60,4796178,$233.75,$234.33,$231.69
04/17/2023,$233.48,4865041,$234.02,$234.05,$230.94
04/14/2023,$234.02,9781266,$232.99,$234.99,$232.24
04/13/2023,$232.69,7615523,$229.46,$232.84,$228.80
04/12/2023,$227.81,4373002,$229.93,$231.59,$227.33
04/11/2023,$228.45,4513395,$227.00,$229.135,$226.20
04/10/2023,$226.43,4952351,$225.56,$226.48,$224.32
04/06/2023,$225.99,4285206,$226.16,$226.73,$224.68
04/05/2023,$228.17,4813750,$226.78,$228.47,$226.55
04/04/2023,$227.66,5254725,$229.00,$230.05,$226.83
04/03/2023,$229.00,6421512,$225.23,$229.16,$224.12
03/31/2023,$225.46,9508978,$223.60,$225.84,$223.29
03/30/2023,$222.36,5383945,$223.92,$224.235,$221.21
03/29/2023,$223.30,4482956,$222.29,$223.55,$220.92
03/28/2023,$220.33,6418581,$222.82,$223.33,$218.65
03/27/2023,$221.81,7211050,$222.59,$224.08,$221.39
03/24/2023,$221.04,4792394,$220.67,$221.33,$218.25
03/23/2023,$222.59,6427712,$220.44,$225.25,$220.26
03/22/2023,$220.04,6700556,$222.50,$224.90,$219.92
03/21/2023,$221.95,8971367,$221.34,$222.505,$218.68
03/20/2023,$218.15,9817486,$217.00,$220.545,$216.84
03/17/2023,$217.39,18801180,$214.87,$218.66,$214.87
03/16/2023,$217.45,13677050,$215.17,$217.58,$208.76
03/15/2023,$216.37,8372233,$214.41,$216.91,$213.67
03/14/2023,$218.66,7985583,$218.00,$219.87,$216.04
03/13/2023,$214.47,6810947,$214.63,$217.85,$212.50
03/10/2023,$216.14,6639144,$219.03,$219.12,$215.48
03/09/2023,$220.01,5066656,$221.40,$224.37,$219.66
03/08/2023,$222.19,4195134,$221.96,$222.93,$221.18
03/07/2023,$223.17,4386798,$226.75,$227.38,$223.08
03/06/2023,$226.75,5737589,$223.93,$227.415,$223.69
03/03/2023,$223.77,6055410,$220.20,$224.015,$219.90
